,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
17,0.0,0.0,0.0,0.0,0.01843971631205674,0.005236020388180524,0.0,0.03846154,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,1.0,1.0,0
18,0.0,0.0,0.0,0.0,0.0028368794326241137,0.0005002069431936608,0.0,0.5,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.0,0.10526315789473684,1.0,0.0,0
19,0.0,0.0,0.0,0.0,0.028368794326241138,0.04660000830159075,0.0,0.05,0.0,0.0,0.0,0.14285714285714285,0.25,0.375,0.15789473684210525,1.0,0.0,0
20,0.0,0.0,0.0,0.0,0.011347517730496455,0.002128484753589907,0.0,0.041666665,0.0,1.0,0.0,0.14285714285714285,0.08333333333333333,0.5,0.0,1.0,1.0,0
21,0.0,0.0,0.0,0.0,0.0028368794326241137,0.0,1.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.16666666666666669,0.0,0.10526315789473684,1.0,0.0,0
22,0.0,0.0,0.0,0.0,0.00425531914893617,0.0016413040323541993,0.0,0.166666665,0.0,0.0,0.0,0.2857142857142857,0.08333333333333333,0.0,0.21052631578947367,1.0,0.0,0
23,0.0,0.0,0.0,0.0,0.0028368794326241137,0.00023447200462202848,0.0,0.5,0.0,0.8,0.0,0.14285714285714285,0.25,0.0,0.10526315789473684,1.0,0.0,0
24,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.375,0.0,1.0,1.0,0
25,0.0,0.0,0.0,0.0,0.007092198581560284,0.002438508848069096,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.10526315789473684,1.0,0.0,0
26,0.14814814814814814,0.01900698786318499,0.0,0.0,0.04539007092198582,0.017748662328108303,0.014285715,0.04761905,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.0,0.10526315789473684,1.0,0.0,0
27,0.0,0.0,0.0,0.0,0.005673758865248227,0.0011879914900849442,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0
28,0.0,0.0,0.0,0.0,0.005673758865248227,0.0009847824194125197,0.0,0.25,0.0,0.2,0.0,0.14285714285714285,0.4166666666666667,0.0,0.10526315789473684,1.0,0.0,0
29,0.037037037037037035,0.0017653549098933432,0.041666666666666664,0.0,0.06382978723404256,0.024740704354367704,0.21739130499999998,0.25410627999999996,0.14976560109491727,0.4,0.0,0.2857142857142857,0.08333333333333333,0.0,0.0,1.0,0.0,0
30,0.0,0.0,0.0,0.0,0.0028368794326241137,0.0005471013441180664,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.625,0.10526315789473684,1.0,0.0,0
31,0.0,0.0,0.0,0.0,0.00425531914893617,0.001219254424034548,0.0,0.333333335,0.0,0.0,0.0,0.0,0.08333333333333333,0.625,0.2631578947368421,1.0,1.0,0
32,0.0,0.0,0.0,0.0,0.011347517730496455,0.003274792331220998,0.0,0.125,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.0,0.0,1.0,0.0,0
33,0.0,0.0,0.0,0.0,0.014184397163120569,0.002870979434892997,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0
34,0.0,0.0,0.0,0.0,0.019858156028368795,0.0059477731839121225,0.07142857,0.142857145,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.0,0.0,1.0,0.0,0
35,0.0,0.0,0.0,0.0,0.07375886524822696,0.032611036320611866,0.07692307500000001,0.10176282,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.75,0.0,1.0,0.0,0
36,0.0,0.0,0.0,0.0,0.011347517730496455,0.006065009186223136,0.125,0.28125,0.0,0.0,0.0,0.2857142857142857,0.08333333333333333,0.0,0.15789473684210525,1.0,1.0,0
37,0.07407407407407407,0.00529606472968003,0.0,0.0,0.007092198581560284,0.0046581771584909655,0.0,0.142857145,0.0,0.8,0.0,0.14285714285714285,0.08333333333333333,0.875,0.15789473684210525,1.0,0.0,0
38,0.0,0.0,0.0,0.0,0.009929078014184398,0.0009847824194125197,0.142857145,0.357142855,0.0,0.6,0.0,0.14285714285714285,0.08333333333333333,0.0,0.10526315789473684,1.0,0.0,0
39,0.0,0.0,0.0,0.0,0.012765957446808512,0.0075343670818545155,0.0,0.11111111000000001,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.0,0.2631578947368421,1.0,0.0,0
40,0.037037037037037035,0.002648032364840015,0.0,0.0,0.06524822695035462,0.06384506896955955,0.0,0.00897436,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.875,0.15789473684210525,1.0,0.0,0
41,0.0,0.0,0.0,0.0,0.00425531914893617,0.0003438922734456418,0.0,0.333333335,0.0,0.6,0.0,0.0,0.0,0.25,0.05263157894736842,1.0,0.0,0
42,0.0,0.0,0.0,0.0,0.021276595744680854,0.004848360007205438,0.0,0.033333335,0.0,0.0,0.0,0.0,0.0,0.375,0.15789473684210525,1.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0028368794326241137,0.0005314698771432646,0.0,0.25,0.0,0.4,0.0,0.2857142857142857,0.08333333333333333,0.125,0.10526315789473684,1.0,0.0,0
44,0.0,0.0,0.0,0.0,0.005673758865248227,0.001375569093782567,0.0,0.25,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.10526315789473684,1.0,0.0,0
45,0.0,0.0,0.0,0.0,0.03120567375886525,0.009726680325070482,0.015151514999999999,0.030303029999999998,0.0,0.2,0.0,0.14285714285714285,0.3333333333333333,0.0,0.15789473684210525,1.0,0.0,0
46,0.0,0.0,0.0,0.0,0.019858156028368795,0.0034764382551959426,0.085714285,0.285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.0,0
47,0.0,0.0,0.0,0.0,0.00425531914893617,0.001250517357984152,0.333333335,0.6666666649999999,0.0,0.2,0.0,0.2857142857142857,0.08333333333333333,0.0,0.10526315789473684,1.0,0.0,0
48,0.0,0.0,0.0,0.0,0.015602836879432626,0.012518199801799471,0.0,0.01818182,0.0,0.0,0.0,0.2857142857142857,0.08333333333333333,0.0,0.10526315789473684,1.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.6,0.0,0.14285714285714285,0.08333333333333333,0.25,0.05263157894736842,1.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.15789473684210525,1.0,1.0,0
51,0.0,0.0,0.0,0.0,0.01702127659574468,0.0041449439933393525,0.055555555000000006,0.130555555,0.0,0.2,0.0,0.2857142857142857,0.08333333333333333,0.0,0.10526315789473684,1.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0028368794326241137,0.0004533125422692551,0.0,0.5,0.0,1.0,0.0,0.14285714285714285,0.25,0.375,0.05263157894736842,1.0,1.0,0
53,0.0,0.0,0.0,0.0,0.005673758865248227,0.002501034715968304,0.0,0.375,0.0,0.0,0.0,0.42857142857142855,0.08333333333333333,0.125,0.10526315789473684,1.0,0.0,0
54,0.0,0.0,0.0,0.0,0.005673758865248227,0.002120669020102506,0.25,0.125,0.0,0.4,0.0,0.2857142857142857,0.16666666666666669,0.0,0.15789473684210525,1.0,0.0,0
55,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.2,0.0,0.14285714285714285,0.25,0.0,0.10526315789473684,1.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.6,0.0,0.2857142857142857,0.08333333333333333,0.25,0.10526315789473684,1.0,0.0,0
57,0.14814814814814814,0.016476645825671203,0.08333333333333333,0.04707036038244668,0.05106382978723405,0.015611797379379656,0.0,0.073682335,0.053756296935295496,0.2,0.0,0.14285714285714285,0.08333333333333333,0.375,0.0,1.0,0.0,0
58,0.0,0.0,0.0,0.0,0.005673758865248227,0.0016256725653793975,0.0,0.25,0.0,0.4,0.0,0.14285714285714285,0.4166666666666667,0.625,0.10526315789473684,1.0,0.0,0
59,0.07407407407407407,0.004707613093048915,0.0,0.0,0.02269503546099291,0.0059663200429663134,0.058823530000000006,0.232843135,0.0,0.6,0.0,0.14285714285714285,0.25,0.125,0.0,1.0,0.0,0
60,0.0,0.0,0.0,0.0,0.00851063829787234,0.002641717918741521,0.0,0.083333335,0.0,0.4,0.0,0.0,0.0,0.25,0.10526315789473684,1.0,0.0,0
61,0.0,0.0,0.0,0.0,0.011347517730496455,0.006265091963500601,0.25,0.604166665,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0
62,0.4444444444444444,0.0822115974108128,0.0,0.0,0.059574468085106386,0.024284786562392163,0.045000000000000005,0.098333335,0.10589367657135018,0.0,0.0,0.0,0.0,0.25,0.05263157894736842,1.0,0.0,0
63,0.0,0.0,0.0,0.0,0.019858156028368795,0.011043631417697541,0.0,0.035714285,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.5,0.15789473684210525,1.0,1.0,0
64,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.375,0.10526315789473684,1.0,0.0,0
65,0.1111111111111111,0.025842834374402355,0.0,0.0,0.03829787234042553,0.012479121134362467,0.0,0.06321839,0.06334530812746439,0.8,0.0,0.14285714285714285,0.08333333333333333,0.25,0.0,1.0,0.0,1
66,0.14814814814814814,0.012945936005884517,0.0,0.0,0.12765957446808512,0.10866952419793317,0.01075269,0.07506517,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.10526315789473684,1.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.6,0.0,0.14285714285714285,0.08333333333333333,0.5,0.0,1.0,0.0,0
68,0.0,0.0,0.0,0.0,0.025531914893617023,0.014099583211271314,0.0,0.037037034999999996,0.0,0.0,0.0,0.14285714285714285,0.49999999999999994,0.125,0.15789473684210525,1.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.2,0.0,0.2857142857142857,0.08333333333333333,0.25,0.10526315789473684,1.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.4166666666666667,0.0,0.05263157894736842,1.0,0.0,0
71,0.0,0.0,0.0,0.0,0.028368794326241138,0.003085304215240488,0.125,0.2625,0.0,0.0,0.0,0.14285714285714285,0.4166666666666667,0.625,0.0,1.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0028368794326241137,0.0006721530799164816,0.0,0.5,0.0,0.4,0.0,0.14285714285714285,0.08333333333333333,0.25,0.10526315789473684,1.0,0.0,0
73,0.0,0.0,0.0,0.0,0.011347517730496455,0.006669425909769858,0.0,0.0625,0.0,0.0,0.0,0.14285714285714285,0.25,0.25,0.05263157894736842,1.0,0.0,0
74,0.0,0.0,0.0,0.0,0.00425531914893617,0.0021102480415982564,0.0,0.333333335,0.0,0.0,0.0,0.14285714285714285,0.25,0.25,0.10526315789473684,1.0,0.0,0
75,0.0,0.0,0.0,0.0,0.02269503546099291,0.009196513069654067,0.0,0.125,0.0,0.0,0.0,0.14285714285714285,0.25,0.0,0.0,1.0,0.0,0
76,0.37037037037037035,0.295893098050754,0.0,0.0,0.05106382978723405,0.03300336754023369,0.02173913,0.07246377,0.031621222983596084,0.0,0.0,0.14285714285714285,0.4166666666666667,0.0,0.05263157894736842,1.0,0.0,1
77,0.0,0.0,0.0,0.0,0.0028368794326241137,0.0011879914900849442,0.0,0.25,0.0,0.6,0.0,0.2857142857142857,0.08333333333333333,0.25,0.10526315789473684,1.0,0.0,0
78,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,1.0,0
79,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0
80,0.0,0.0,0.0,0.0,0.009929078014184398,0.003251345130758795,0.0,0.142857145,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.21052631578947367,1.0,1.0,0
81,0.0,0.0,0.0,0.0,0.005673758865248227,0.004220496083196513,0.0,0.083333335,0.0,0.8,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0
82,0.0,0.0,0.0,0.0,0.00851063829787234,0.000617442945504675,0.0,0.1,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.0,0.10526315789473684,1.0,0.0,0
83,0.0,0.0,0.0,0.0,0.01702127659574468,0.005861800115550712,0.083333335,0.291666665,0.0,0.0,0.0,0.2857142857142857,0.08333333333333333,0.375,0.0,1.0,0.0,0
84,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.8,0.0,0.14285714285714285,0.08333333333333333,0.125,0.0,1.0,1.0,0
85,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0
86,0.0,0.0,0.0,0.0,0.009929078014184398,0.0023447200462202848,0.285714285,0.42857143,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.125,0.0,1.0,0.0,0
87,0.0,0.0,0.0,0.0,0.00425531914893617,0.002157142442522662,0.0,0.333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0
88,0.0,0.0,0.0,0.0,0.009929078014184398,0.005275620103995641,0.142857145,0.11904761999999999,0.0,0.4,0.0,0.42857142857142855,0.0,0.25,0.10526315789473684,1.0,0.0,0
89,0.0,0.0,0.0,0.0,0.02695035460992908,0.009692030572755288,0.0,0.039473684999999994,0.0,0.0,0.0,0.0,0.0,0.375,0.05263157894736842,1.0,0.0,0
90,0.07407407407407407,0.01059212945936006,0.0,0.0,0.021276595744680854,0.0026393130769470224,0.0,0.058823530000000006,0.0,0.4,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0
91,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,1.0,0
92,0.0,0.0,0.0,0.0,0.0028368794326241137,0.0008128362826896987,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0
93,0.0,0.0,0.0,0.0,0.01843971631205674,0.010148729933390133,0.0,0.07692307500000001,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.0,0.21052631578947367,0.5,0.0,0
94,0.0,0.0,0.0,0.0,0.03829787234042553,0.014464317440162305,0.018518520000000004,0.12962963,0.0,0.6,0.0,0.42857142857142855,0.0,0.25,0.10526315789473684,1.0,0.0,0
95,0.0,0.0,0.0,0.0,0.0028368794326241137,0.0005158384101684627,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0
96,0.0,0.0,0.0,0.0,0.00851063829787234,0.024486693016027173,0.25,0.333333335,0.0,0.2,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0
97,0.0,0.0,0.0,0.0,0.005673758865248227,0.0016413040323541993,0.0,0.125,0.0,0.6,0.0,0.0,0.0,0.0,0.15789473684210525,1.0,0.0,0
98,0.0,0.0,0.041666666666666664,0.0,0.009929078014184398,0.000781573348740095,0.19047619,0.404761905,0.0,0.6,0.0,0.14285714285714285,0.25,0.0,0.3157894736842105,1.0,0.0,0
99,0.0,0.0,0.0,0.0,0.02269503546099291,0.010069791025167384,0.020833334999999998,0.15833333500000002,0.0,0.0,0.0,0.2857142857142857,0.08333333333333333,0.25,0.15789473684210525,1.0,0.0,0
100,0.1111111111111111,0.005394140001471129,0.0,0.0,0.05390070921985816,0.041191694409538855,0.0,0.04473684,0.0,0.4,0.0,0.14285714285714285,0.25,0.0,0.05263157894736842,1.0,0.0,0
101,0.14814814814814814,0.017947774917248988,0.0,0.0,0.02695035460992908,0.009488300453704752,0.0,0.134920635,0.04847351157388059,1.0,0.0,0.0,0.0,0.75,0.15789473684210525,1.0,1.0,1
102,0.0,0.0,0.0,0.0,0.00851063829787234,0.006487058794542788,0.0,0.166666665,0.0,0.4,0.0,0.0,0.0,0.25,0.05263157894736842,1.0,0.0,0
103,0.07407407407407407,0.009121000367782274,0.041666666666666664,0.006276048050992891,0.05106382978723405,0.03256864526716556,0.0,0.06755125,0.0,0.8,0.0,0.14285714285714285,0.08333333333333333,0.375,0.10526315789473684,1.0,0.0,0
104,0.1111111111111111,0.017212210371460097,0.0,0.0,0.024113475177304965,0.004402863198423584,0.03529412,0.08823529499999999,0.0,0.0,0.0,0.0,0.0,0.25,0.15789473684210525,1.0,0.0,0
105,0.0,0.0,0.0,0.0,0.0028368794326241137,0.00042204960831965124,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.05263157894736842,1.0,0.0,0
106,0.0,0.0,0.041666666666666664,0.0,0.012765957446808512,0.0033607653995824083,0.22222222000000003,0.37037037,0.0,0.8,0.0,0.42857142857142855,0.0,0.0,0.10526315789473684,1.0,0.0,0
107,0.0,0.0,0.0,0.0,0.01702127659574468,0.0025322976499179074,0.25,0.333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0
108,0.0,0.0,0.0,0.0,0.0028368794326241137,0.0017819872351274165,0.25,0.333333335,0.0,0.8,0.0,0.2857142857142857,0.16666666666666669,0.0,0.10526315789473684,1.0,0.0,0
109,0.2222222222222222,0.09599117322545053,0.16666666666666666,0.03687178229958323,0.18156028368794327,0.07912982709940748,0.004273505,0.08959234999999999,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,0.0,0.10526315789473684,1.0,0.0,0
110,0.0,0.0,0.0,0.0,0.005673758865248227,0.00395476114462488,0.0,0.083333335,0.0,0.6,0.0,0.14285714285714285,0.08333333333333333,0.25,0.10526315789473684,1.0,0.0,0
111,0.0,0.0,0.0,0.0,0.005673758865248227,0.0,1.0,1.0,0.0,0.4,0.0,0.14285714285714285,0.08333333333333333,0.0,0.10526315789473684,1.0,0.0,0
112,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.125,0.10526315789473684,1.0,0.0,0
113,0.07407407407407407,0.006472968002942258,0.0,0.0,0.03546099290780142,0.006823135334501029,0.04,0.12,0.0,0.2,0.0,0.14285714285714285,0.25,0.0,0.0,1.0,0.0,0
114,0.0,0.0,0.041666666666666664,0.036479529296396175,0.04255319148936171,0.016347909205936498,0.06451613,0.177419355,0.0,0.2,0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.0,0
115,0.0,0.0,0.0,0.0,0.01702127659574468,0.004968201252970155,0.0,0.02777778,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,1.0,1.0,0
116,0.0,0.0,0.0,0.0,0.029787234042553193,0.017918871636904088,0.0,0.064814815,0.0,0.8,0.0,0.2857142857142857,0.08333333333333333,0.0,0.10526315789473684,1.0,0.0,0
117,0.0,0.0,0.0,0.0,0.015602836879432626,0.009019356444460695,0.09090909,0.136363635,0.0,0.2,0.0,0.14285714285714285,0.08333333333333333,0.25,0.0,1.0,0.0,0
118,0.0,0.0,0.0,0.0,0.011347517730496455,0.0014849893626061805,0.0,0.375,0.0,0.0,0.0,0.42857142857142855,0.0,0.25,0.10526315789473684,1.0,0.0,0
119,0.0,0.0,0.0,0.0,0.00851063829787234,0.004712887292902772,0.0,0.555555555,0.0,0.0,0.0,0.14285714285714285,0.25,1.0,0.10526315789473684,1.0,0.0,0
120,0.0,0.0,0.0,0.0,0.00851063829787234,0.0037984464748768614,0.0,0.166666665,0.0,0.0,0.0,0.14285714285714285,0.25,0.375,0.0,1.0,0.0,0
121,0.0,0.0,0.0,0.0,0.005673758865248227,0.0021180637750856574,0.0,0.25,0.0,0.6,0.0,0.14285714285714285,0.08333333333333333,0.0,0.05263157894736842,1.0,0.0,0
122,0.0,0.0,0.08333333333333333,0.029418975239029175,0.019858156028368795,0.006914318891332992,0.0,0.171875,0.0,0.8,0.0,0.0,0.0,0.25,0.10526315789473684,1.0,0.0,0
123,0.0,0.0,0.0,0.0,0.00425531914893617,0.0006408901459668779,0.0,0.333333335,0.0,0.0,0.0,0.0,0.0,0.25,0.10526315789473684,1.0,0.0,0
124,0.0,0.0,0.0,0.0,0.015602836879432626,0.004578456676919476,0.13999999999999999,0.5976190499999999,0.0,0.0,0.0,0.14285714285714285,0.25,0.25,0.0,1.0,0.0,0
125,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.10526315789473684,1.0,0.0,0
126,0.0,0.0,0.0,0.0,0.012765957446808512,0.019356966598585865,0.0,0.203703705,0.0,0.4,0.0,0.14285714285714285,0.08333333333333333,0.0,0.10526315789473684,1.0,0.0,0
127,0.0,0.0,0.0,0.0,0.014184397163120569,0.0035243747544397167,0.0,0.25,0.0,0.4,0.0,0.0,0.0,0.875,0.10526315789473684,1.0,0.0,0
128,0.14814814814814814,0.13593232806178743,0.0,0.0,0.0723404255319149,0.029281124466858988,0.0,0.03773585,0.0,0.6,0.0,0.14285714285714285,0.08333333333333333,1.0,0.10526315789473684,1.0,0.0,0
129,0.0,0.0,0.0,0.0,0.00425531914893617,0.00020320907067242468,0.6666666649999999,0.833333335,0.0,0.0,0.0,0.14285714285714285,0.25,0.0,0.0,1.0,0.0,0
130,0.0,0.0,0.0,0.0,0.0028368794326241137,0.0034701856684060217,0.0,0.5,0.0,0.0,0.0,0.14285714285714285,0.4166666666666667,0.0,0.05263157894736842,1.0,1.0,0
131,0.07407407407407407,0.005884516366311144,0.0,0.0,0.02269503546099291,0.0033581601545655594,0.0,0.11111111000000001,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.0,0.2631578947368421,1.0,0.0,0
132,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.08333333333333333,0.25,0.10526315789473684,1.0,0.0,0
133,0.0,0.0,0.0,0.0,0.00851063829787234,0.031531274137881725,0.0,0.055555555000000006,0.0,0.8,0.0,0.14285714285714285,0.08333333333333333,0.375,0.10526315789473684,1.0,0.0,0
134,0.2222222222222222,0.032806178742184625,0.0,0.0,0.03687943262411348,0.007018962879449385,0.0,0.092592595,0.0,0.6,0.0,0.0,0.0,0.25,0.10526315789473684,1.0,0.0,0
135,0.0,0.0,0.0,0.0,0.00851063829787234,0.0024723770270355487,0.0,0.166666665,0.0,0.0,0.0,0.2857142857142857,0.08333333333333333,0.375,0.05263157894736842,1.0,0.0,0
136,0.0,0.0,0.0,0.0,0.012765957446808512,0.004746755471869226,0.02777778,0.23148147999999996,0.0,0.0,0.0,0.14285714285714285,0.25,0.5,0.05263157894736842,1.0,0.0,0
137,0.0,0.0,0.0,0.0,0.00425531914893617,0.0003907866743700475,0.0,0.333333335,0.0,0.0,0.0,0.14285714285714285,0.25,0.0,0.21052631578947367,1.0,0.0,0
138,0.0,0.0,0.0,0.0,0.0028368794326241137,0.0006565216129416798,0.25,0.75,0.0,0.4,0.0,0.14285714285714285,0.08333333333333333,0.0,0.15789473684210525,1.0,0.0,0
139,0.14814814814814814,0.030489150422949616,0.0,0.0,0.019858156028368795,0.015684874492176294,0.0,0.09019608,0.0,0.2,0.0,0.0,0.0,0.25,0.10526315789473684,1.0,0.0,0
140,0.0,0.0,0.0,0.0,0.0014184397163120568,0.0,1.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.08333333333333333,0.75,0.10526315789473684,1.0,0.0,0
141,0.0,0.0,0.0,0.0,0.012765957446808512,0.0042595747506335175,0.0,0.059259259999999994,0.0,0.2,0.0,0.0,0.0,0.625,0.10526315789473684,1.0,0.0,0
142,0.1111111111111111,0.005590290547995587,0.0,0.0,0.011347517730496455,0.005377224639331853,0.0,0.037037034999999996,0.0,0.0,0.0,0.14285714285714285,0.25,0.125,0.10526315789473684,1.0,0.0,0
